COU,Country,MEAS,Measure,Large subnational region,VAR,Variable,Year,Unit Code,Unit,Value
COD,Democratic Republic of the Congo,PCNT,Percent of total land area,Katanga,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.015364871
COD,Democratic Republic of the Congo,SQKM,Square kilometers,Kasai Oriental,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,73.6056
COD,Democratic Republic of the Congo,SQKM,Square kilometers,Kasai Oriental,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,105.8931
COD,Democratic Republic of the Congo,SQKM,Square kilometers,Kasai Oriental,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,161.0388
COD,Democratic Republic of the Congo,SQKM,Square kilometers,Kasai Oriental,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,187.3602
COD,Democratic Republic of the Congo,SQKM,Square kilometers,Kasai Oriental,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,55.1457
COD,Democratic Republic of the Congo,SQKM,Square kilometers,Kasai Oriental,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,81.4671
COD,Democratic Republic of the Congo,SQKM,Square kilometers,Kasai Oriental,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,32.2875
COD,Democratic Republic of the Congo,PCNT,Percent of total land area,Kasai Oriental,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.042441384
COD,Democratic Republic of the Congo,PCNT,Percent of total land area,Kasai Oriental,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.06105853
COD,Democratic Republic of the Congo,PCNT,Percent of total land area,Kasai Oriental,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.092855836
COD,Democratic Republic of the Congo,PCNT,Percent of total land area,Kasai Oriental,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.108032896
COD,Democratic Republic of the Congo,PCNT,Percent of total land area,Kasai Oriental,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.031797306
COD,Democratic Republic of the Congo,PCNT,Percent of total land area,Kasai Oriental,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.046974367
COD,Democratic Republic of the Congo,PCNT,Percent of total land area,Kasai Oriental,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.01517706
COD,Democratic Republic of the Congo,PCNT,Percent of total land area,Kasai Oriental,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.018617146
COD,Democratic Republic of the Congo,SQKM,Square kilometers,Equateur,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,65.196
COD,Democratic Republic of the Congo,SQKM,Square kilometers,Equateur,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,89.4159
COD,Democratic Republic of the Congo,SQKM,Square kilometers,Equateur,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,115.3521
COD,Democratic Republic of the Congo,SQKM,Square kilometers,Equateur,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,136.9908
COD,Democratic Republic of the Congo,SQKM,Square kilometers,Equateur,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,25.9362
COD,Democratic Republic of the Congo,SQKM,Square kilometers,Equateur,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,47.5749
COD,Democratic Republic of the Congo,SQKM,Square kilometers,Equateur,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,24.2199
COD,Democratic Republic of the Congo,PCNT,Percent of total land area,Equateur,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.016450566
COD,Democratic Republic of the Congo,PCNT,Percent of total land area,Equateur,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.022561846
COD,Democratic Republic of the Congo,PCNT,Percent of total land area,Equateur,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.029106192
COD,Democratic Republic of the Congo,PCNT,Percent of total land area,Equateur,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.034566172
COD,Democratic Republic of the Congo,PCNT,Percent of total land area,Equateur,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.006544346
COD,Democratic Republic of the Congo,PCNT,Percent of total land area,Equateur,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.012004326
COD,Democratic Republic of the Congo,PCNT,Percent of total land area,Equateur,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.00545998
COD,Democratic Republic of the Congo,PCNT,Percent of total land area,Equateur,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.006111281
DJI,Djibouti,SQKM,Square kilometers,Tadjourah,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,0.036
DJI,Djibouti,SQKM,Square kilometers,Tadjourah,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,0.054
DJI,Djibouti,SQKM,Square kilometers,Tadjourah,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,0.054
DJI,Djibouti,SQKM,Square kilometers,Tadjourah,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,0.0711
DJI,Djibouti,SQKM,Square kilometers,Tadjourah,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,0
DJI,Djibouti,SQKM,Square kilometers,Tadjourah,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,0.0171
DJI,Djibouti,SQKM,Square kilometers,Tadjourah,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,0.018
DJI,Djibouti,PCNT,Percent of total land area,Tadjourah,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.000559707
DJI,Djibouti,PCNT,Percent of total land area,Tadjourah,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.00083956
DJI,Djibouti,PCNT,Percent of total land area,Tadjourah,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.00083956
DJI,Djibouti,PCNT,Percent of total land area,Tadjourah,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.001105421
DJI,Djibouti,PCNT,Percent of total land area,Tadjourah,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0
DJI,Djibouti,PCNT,Percent of total land area,Tadjourah,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.000265861
DJI,Djibouti,PCNT,Percent of total land area,Tadjourah,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.000265861
DJI,Djibouti,SQKM,Square kilometers,Djibouti,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,0.8838
DJI,Djibouti,SQKM,Square kilometers,Djibouti,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,1.3779
DJI,Djibouti,SQKM,Square kilometers,Djibouti,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,1.5066
DJI,Djibouti,SQKM,Square kilometers,Djibouti,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,1.9494
DJI,Djibouti,SQKM,Square kilometers,Djibouti,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,0.1287
DJI,Djibouti,SQKM,Square kilometers,Djibouti,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,0.5715
DJI,Djibouti,SQKM,Square kilometers,Djibouti,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,0.4428
DJI,Djibouti,SQKM,Square kilometers,Djibouti,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,0.4941
DJI,Djibouti,PCNT,Percent of total land area,Djibouti,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.111374488
DJI,Djibouti,PCNT,Percent of total land area,Djibouti,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.173639859
DJI,Djibouti,PCNT,Percent of total land area,Djibouti,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.189858343
DJI,Djibouti,PCNT,Percent of total land area,Djibouti,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.245659004
DJI,Djibouti,PCNT,Percent of total land area,Djibouti,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.016218485
DJI,Djibouti,PCNT,Percent of total land area,Djibouti,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.072019145
DJI,Djibouti,PCNT,Percent of total land area,Djibouti,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.05580066
DJI,Djibouti,PCNT,Percent of total land area,Djibouti,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.062265371
DJI,Djibouti,SQKM,Square kilometers,Ali Sabieh,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,0.0045
DJI,Djibouti,SQKM,Square kilometers,Ali Sabieh,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,0.0099
DJI,Djibouti,SQKM,Square kilometers,Ali Sabieh,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,0.0117
DJI,Djibouti,SQKM,Square kilometers,Ali Sabieh,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,0.0198
DJI,Djibouti,SQKM,Square kilometers,Ali Sabieh,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,0.0018
DJI,Djibouti,SQKM,Square kilometers,Ali Sabieh,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,0.0099
DJI,Djibouti,SQKM,Square kilometers,Ali Sabieh,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,0.0081
DJI,Djibouti,SQKM,Square kilometers,Ali Sabieh,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,0.0054
DJI,Djibouti,PCNT,Percent of total land area,Ali Sabieh,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.000207484
DJI,Djibouti,PCNT,Percent of total land area,Ali Sabieh,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.000456465
DJI,Djibouti,PCNT,Percent of total land area,Ali Sabieh,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.000539459
DJI,Djibouti,PCNT,Percent of total land area,Ali Sabieh,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.00091293
DJI,Djibouti,PCNT,Percent of total land area,Ali Sabieh,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.000082994
DJI,Djibouti,PCNT,Percent of total land area,Ali Sabieh,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.000456465
DJI,Djibouti,PCNT,Percent of total land area,Ali Sabieh,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.000373472
DJI,Djibouti,PCNT,Percent of total land area,Ali Sabieh,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.000248981
DJI,Djibouti,SQKM,Square kilometers,Obock,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,0.171
DJI,Djibouti,SQKM,Square kilometers,Obock,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,0.1935
DJI,Djibouti,SQKM,Square kilometers,Obock,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,0.1944
DJI,Djibouti,SQKM,Square kilometers,Obock,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,0.1953
DJI,Djibouti,SQKM,Square kilometers,Obock,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,0.0009
DJI,Djibouti,SQKM,Square kilometers,Obock,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,0.0018
DJI,Djibouti,SQKM,Square kilometers,Obock,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,0.0009
DJI,Djibouti,SQKM,Square kilometers,Obock,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,0.0225
DJI,Djibouti,PCNT,Percent of total land area,Obock,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.003834637
DJI,Djibouti,PCNT,Percent of total land area,Obock,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.004339194
DJI,Djibouti,PCNT,Percent of total land area,Obock,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.004359377
DJI,Djibouti,PCNT,Percent of total land area,Obock,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.004379559
DJI,Djibouti,PCNT,Percent of total land area,Obock,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.000020182
DJI,Djibouti,PCNT,Percent of total land area,Obock,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.000040365
DJI,Djibouti,PCNT,Percent of total land area,Obock,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.000020182
DJI,Djibouti,PCNT,Percent of total land area,Obock,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.000504557
DJI,Djibouti,SQKM,Square kilometers,Dikhil,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,0.0252
DJI,Djibouti,SQKM,Square kilometers,Dikhil,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,0.036
DJI,Djibouti,SQKM,Square kilometers,Dikhil,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,0.0369
DJI,Djibouti,SQKM,Square kilometers,Dikhil,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,0.0423
DJI,Djibouti,SQKM,Square kilometers,Dikhil,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,0.0009
DJI,Djibouti,SQKM,Square kilometers,Dikhil,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,0.0063
DJI,Djibouti,SQKM,Square kilometers,Dikhil,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,0.0054
DJI,Djibouti,PCNT,Percent of total land area,Dikhil,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.00032293
DJI,Djibouti,PCNT,Percent of total land area,Dikhil,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.000461329
DJI,Djibouti,PCNT,Percent of total land area,Dikhil,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.000472862
DJI,Djibouti,PCNT,Percent of total land area,Dikhil,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.000542062
DJI,Djibouti,PCNT,Percent of total land area,Dikhil,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.000011533
DJI,Djibouti,PCNT,Percent of total land area,Dikhil,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.000080733
DJI,Djibouti,PCNT,Percent of total land area,Dikhil,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.000069199
EGY,Egypt,SQKM,Square kilometers,Aswan,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,36.6453
EGY,Egypt,SQKM,Square kilometers,Aswan,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,71.5491
EGY,Egypt,SQKM,Square kilometers,Aswan,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,98.3133
EGY,Egypt,SQKM,Square kilometers,Aswan,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,116.3583
EGY,Egypt,SQKM,Square kilometers,Aswan,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,26.7642
EGY,Egypt,SQKM,Square kilometers,Aswan,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,44.8092
EGY,Egypt,SQKM,Square kilometers,Aswan,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,34.9038
EGY,Egypt,PCNT,Percent of total land area,Aswan,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.063139562
EGY,Egypt,PCNT,Percent of total land area,Aswan,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.123278533
EGY,Egypt,PCNT,Percent of total land area,Aswan,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.169393038
EGY,Egypt,PCNT,Percent of total land area,Aswan,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.20048443
EGY,Egypt,PCNT,Percent of total land area,Aswan,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.046114505
EGY,Egypt,PCNT,Percent of total land area,Aswan,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.077205897
EGY,Egypt,PCNT,Percent of total land area,Aswan,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.031091392
EGY,Egypt,PCNT,Percent of total land area,Aswan,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.060138971
EGY,Egypt,SQKM,Square kilometers,Dakahlia,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,186.9633
EGY,Egypt,SQKM,Square kilometers,Dakahlia,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,233.7012
EGY,Egypt,SQKM,Square kilometers,Dakahlia,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,280.5867
EGY,Egypt,SQKM,Square kilometers,Dakahlia,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,318.6405
EGY,Egypt,SQKM,Square kilometers,Dakahlia,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,46.8855
EGY,Egypt,SQKM,Square kilometers,Dakahlia,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,84.9393
EGY,Egypt,SQKM,Square kilometers,Dakahlia,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,38.0538
EGY,Egypt,SQKM,Square kilometers,Dakahlia,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,46.7379
EGY,Egypt,PCNT,Percent of total land area,Dakahlia,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,5.133360828
EGY,Egypt,PCNT,Percent of total land area,Dakahlia,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,6.416620725
EGY,Egypt,PCNT,Percent of total land area,Dakahlia,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,7.703933204
EGY,Egypt,PCNT,Percent of total land area,Dakahlia,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,8.74875797
EGY,Egypt,PCNT,Percent of total land area,Dakahlia,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,1.287312479
EGY,Egypt,PCNT,Percent of total land area,Dakahlia,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,2.332137245
EGY,Egypt,PCNT,Percent of total land area,Dakahlia,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,1.044824767
EGY,Egypt,SQKM,Square kilometers,Alexandria,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,206.2377
EGY,Egypt,SQKM,Square kilometers,Alexandria,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,229.4451
EGY,Egypt,SQKM,Square kilometers,Alexandria,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,252.7839
EGY,Egypt,SQKM,Square kilometers,Alexandria,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,269.1774
EGY,Egypt,SQKM,Square kilometers,Alexandria,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,23.3388
EGY,Egypt,SQKM,Square kilometers,Alexandria,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,39.7323
EGY,Egypt,SQKM,Square kilometers,Alexandria,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,16.3935
EGY,Egypt,PCNT,Percent of total land area,Alexandria,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,8.327437156
EGY,Egypt,PCNT,Percent of total land area,Alexandria,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,9.264502324
EGY,Egypt,PCNT,Percent of total land area,Alexandria,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,10.20687314
EGY,Egypt,PCNT,Percent of total land area,Alexandria,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,10.86880761
