Country name,Year,Aggregation level,Sub-national region name,Number of individual cases in dataset for region,Number of households in dataset for region,% population in urban areas
Kenya,1998.0,Subnat,Nyanza,7769.0,1685.0,11.04
Kenya,1998.0,Subnat,Rift Valley,8851.0,1874.0,11.71
Kenya,1998.0,Subnat,Western,4557.0,984.0,9.17
Kenya,1998.0,Wealth quartiles,Lowest 25%,10477.0,2150.0,1.36
Kenya,1998.0,Wealth quartiles,Second 25%,10056.0,2148.0,4.99
Kenya,1998.0,Wealth quartiles,Third 25%,9099.0,2149.0,17.18
Kenya,1998.0,Wealth quartiles,Highest 25%,8074.0,2150.0,59.77
Kenya,2003.0,National,Total,37612.0,8432.0,19.96
Kenya,2003.0,Urb/rur,Rural,30105.0,6326.0,0.0
Kenya,2003.0,Urb/rur,Urban,7507.0,2106.0,100.0
Kenya,2003.0,Poverty,Nonpoor,3779.0,880.0,73.14
Kenya,2003.0,Poverty,Poor,33787.0,7539.0,14.02
Kenya,2003.0,Subnat,Nairobi,2813.0,824.0,100.0
Kenya,2003.0,Subnat,Central,5126.0,1331.0,11.38
Kenya,2003.0,Subnat,Coast,3042.0,674.0,38.11
Kenya,2003.0,Subnat,Eastern,6243.0,1296.0,5.54
Kenya,2003.0,Subnat,Nyanza,5764.0,1263.0,10.07
Kenya,2003.0,Subnat,Rift Valley,9144.0,1908.0,16.0
Kenya,2003.0,Subnat,Western,4424.0,952.0,8.07
Kenya,2003.0,Subnat,North Eastern,1056.0,184.0,19.34
Kenya,2003.0,Wealth quartiles,Lowest 25%,11130.0,2108.0,2.26
Kenya,2003.0,Wealth quartiles,Second 25%,10046.0,2108.0,3.1
Kenya,2003.0,Wealth quartiles,Third 25%,9260.0,2108.0,13.94
Kenya,2003.0,Wealth quartiles,Highest 25%,7177.0,2108.0,78.77
Kenya,2008.0,National,Total,38517.0,9010.0,19.45
Kenya,2008.0,Urb/rur,Rural,31024.0,6672.0,0.0
Kenya,2008.0,Urb/rur,Urban,7493.0,2338.0,100.0
Kenya,2008.0,Poverty,Nonpoor,6105.0,1648.0,64.72
Kenya,2008.0,Poverty,Poor,32409.0,7361.0,10.93
Kenya,2008.0,Subnat,Nairobi,2391.0,797.0,100.0
Kenya,2008.0,Subnat,Central,3949.0,1074.0,13.67
Kenya,2008.0,Subnat,Coast,2998.0,751.0,49.21
Kenya,2008.0,Subnat,Eastern,6674.0,1504.0,8.06
Kenya,2008.0,Subnat,Nyanza,6425.0,1404.0,9.75
Kenya,2008.0,Subnat,Rift Valley,10433.0,2350.0,12.76
Kenya,2008.0,Subnat,Western,4575.0,932.0,9.2
Kenya,2008.0,Subnat,North Eastern,1071.0,198.0,15.79
Kenya,2008.0,Wealth quartiles,Lowest 25%,11443.0,2253.0,0.75
Kenya,2008.0,Wealth quartiles,Second 25%,10876.0,2253.0,1.98
Kenya,2008.0,Wealth quartiles,Third 25%,9209.0,2253.0,18.41
Kenya,2008.0,Wealth quartiles,Highest 25%,6989.0,2252.0,78.64
Kenya,2014.0,National,Total,145282.0,36430.0,34.41
Kenya,2014.0,Urb/rur,Rural,95293.0,21140.0,0.0
Kenya,2014.0,Urb/rur,Urban,49989.0,15290.0,100.0
Kenya,2014.0,Poverty,Nonpoor,40020.0,11559.0,72.73
Kenya,2014.0,Poverty,Poor,105246.0,24867.0,19.84
Kenya,2014.0,Subnat,Nairobi,13193.0,4451.0,100.0
Kenya,2014.0,Subnat,Central,16594.0,5012.0,37.8
Kenya,2014.0,Subnat,Coast,14267.0,3569.0,41.76
Kenya,2014.0,Subnat,Eastern,21337.0,5262.0,23.77
Kenya,2014.0,Subnat,Nyanza,20363.0,4559.0,27.03
Kenya,2014.0,Subnat,Rift Valley,38286.0,9249.0,26.45
Kenya,2014.0,Subnat,Western,17022.0,3604.0,15.17
Kenya,2014.0,Subnat,North Eastern,4220.0,724.0,30.37
Kenya,2014.0,Wealth quartiles,Lowest 25%,42402.0,9107.0,11.79
Kenya,2014.0,Wealth quartiles,Second 25%,38952.0,9108.0,15.7
Kenya,2014.0,Wealth quartiles,Third 25%,32837.0,9108.0,40.07
Kenya,2014.0,Wealth quartiles,Highest 25%,31091.0,9107.0,82.72
Liberia,2007.0,National,Total,34670.0,6826.0,37.36
Liberia,2007.0,Urb/rur,Rural,21718.0,4339.0,0.0
Liberia,2007.0,Urb/rur,Urban,12952.0,2487.0,100.0
Liberia,2007.0,Poverty,Nonpoor,3504.0,581.0,89.75
Liberia,2007.0,Poverty,Poor,31125.0,6238.0,31.48
Liberia,2007.0,Subnat, Monrovia,9653.0,1890.0,100.0
Liberia,2007.0,Subnat, North Western,2757.0,694.0,13.04
Liberia,2007.0,Subnat, South Central,5079.0,1025.0,18.95
Liberia,2007.0,Subnat, South Eastern A,2323.0,466.0,20.76
Liberia,2007.0,Subnat, South Eastern B,2382.0,424.0,13.35
Liberia,2007.0,Subnat, North Central,12475.0,2327.0,9.43
Liberia,2007.0,Wealth quartiles,Lowest 25%,8006.0,1708.0,2.35
Liberia,2007.0,Wealth quartiles,Second 25%,8623.0,1706.0,10.61
Liberia,2007.0,Wealth quartiles,Third 25%,8728.0,1707.0,45.06
Liberia,2007.0,Wealth quartiles,Highest 25%,9314.0,1705.0,84.99
Liberia,2013.0,National,Total,48219.0,9604.0,56.17
Liberia,2013.0,Urb/rur,Rural,21132.0,4161.0,0.0
Liberia,2013.0,Urb/rur,Urban,27087.0,5442.0,100.0
Liberia,2013.0,Poverty,Nonpoor,7459.0,1318.0,94.23
Liberia,2013.0,Poverty,Poor,40752.0,8284.0,49.21
Liberia,2013.0,Subnat,Bomi,1394.0,288.0,22.55
Liberia,2013.0,Subnat,Bong,5195.0,1151.0,38.86
Liberia,2013.0,Subnat,Gbarpolu,1047.0,218.0,20.48
Liberia,2013.0,Subnat,Grand Bassa,2566.0,606.0,35.15
Liberia,2013.0,Subnat,Grand Cape Mount,2266.0,429.0,6.15
Liberia,2013.0,Subnat,Grand Gedeh,1040.0,202.0,46.56
Liberia,2013.0,Subnat,Grand Kru,1314.0,212.0,4.58
Liberia,2013.0,Subnat,Lofa,2593.0,513.0,30.88
Liberia,2013.0,Subnat,Margibi,3772.0,714.0,42.96
Liberia,2013.0,Subnat,Maryland,1494.0,256.0,52.4
Liberia,2013.0,Subnat,Montserrado,16459.0,3461.0,93.4
Liberia,2013.0,Subnat,Nimba,6420.0,1047.0,61.94
Liberia,2013.0,Subnat,River Cess,805.0,157.0,4.44
Liberia,2013.0,Subnat,River Gee,630.0,120.0,23.87
Liberia,2013.0,Subnat,Sinoe,1225.0,232.0,17.51
Liberia,2013.0,Subnat, Monrovia,14770.0,3149.0,100.0
Liberia,2013.0,Subnat, North Western,4706.0,935.0,14.2
Liberia,2013.0,Subnat, South Central,8026.0,1631.0,38.93
Liberia,2013.0,Subnat, South Eastern A,3071.0,590.0,23.93
Liberia,2013.0,Subnat, South Eastern B,3438.0,588.0,28.9
Liberia,2013.0,Subnat, North Central,14208.0,2711.0,47.83
Liberia,2013.0,Wealth quartiles,Lowest 25%,11326.0,2401.0,14.02
Liberia,2013.0,Wealth quartiles,Second 25%,12821.0,2401.0,33.57
Liberia,2013.0,Wealth quartiles,Third 25%,11787.0,2401.0,80.74
Liberia,2013.0,Wealth quartiles,Highest 25%,12285.0,2401.0,95.06
Liberia,2020.0,National,Total,42093.0,9068.0,57.43
Liberia,2020.0,Urb/rur,Rural,17918.0,3873.0,0.0
Liberia,2020.0,Urb/rur,Urban,24175.0,5195.0,100.0
Liberia,2020.0,Poverty,Nonpoor,8486.0,1574.0,92.4
Liberia,2020.0,Poverty,Poor,33607.0,7494.0,48.6
Liberia,2020.0,Subnat,Bomi,1367.0,319.0,11.65
Liberia,2020.0,Subnat,Bong,4158.0,868.0,47.85
Liberia,2020.0,Subnat,Gbarpolu,690.0,175.0,9.54
Liberia,2020.0,Subnat,Grand Bassa,2395.0,517.0,37.05
Liberia,2020.0,Subnat,Grand Cape Mount,1500.0,355.0,7.34
Liberia,2020.0,Subnat,Grand Gedeh,940.0,246.0,40.29
Liberia,2020.0,Subnat,Grand Kru,764.0,147.0,6.26
Liberia,2020.0,Subnat,Lofa,3565.0,734.0,36.21
Liberia,2020.0,Subnat,Margibi,2320.0,560.0,56.86
Liberia,2020.0,Subnat,Maryland,1166.0,229.0,45.36
Liberia,2020.0,Subnat,Montserrado,14309.0,3257.0,92.29
Liberia,2020.0,Subnat,Nimba,6713.0,1181.0,55.47
Liberia,2020.0,Subnat,River Cess,650.0,157.0,5.16
Liberia,2020.0,Subnat,River Gee,514.0,97.0,41.29
Liberia,2020.0,Subnat,Sinoe,1041.0,225.0,21.18
Liberia,2020.0,Wealth quartiles,Lowest 25%,9803.0,2267.0,16.37
Liberia,2020.0,Wealth quartiles,Second 25%,11278.0,2266.0,33.88
Liberia,2020.0,Wealth quartiles,Third 25%,10219.0,2266.0,82.11
Liberia,2020.0,Wealth quartiles,Highest 25%,10793.0,2269.0,95.97
Libya,2014.0,National,Total,1247.0,1247.0,84.44
Libya,2014.0,Urb/rur,Rural,194.0,194.0,0.0
Libya,2014.0,Urb/rur,Urban,1053.0,1053.0,100.0
Libya,2014.0,Poverty,Nonpoor,1028.0,1028.0,83.75
Libya,2014.0,Poverty,Poor,164.0,164.0,87.2
Libya,2014.0,Subnat,Cyrenaica,362.0,362.0,83.15
Libya,2014.0,Subnat,Tripolitania,791.0,791.0,85.97
Libya,2014.0,Subnat,Fezzan,94.0,94.0,76.6
Lesotho,2004.0,National,Total,40488.0,8787.0,17.59
Lesotho,2004.0,Urb/rur,Rural,33366.0,6698.0,0.0
Lesotho,2004.0,Urb/rur,Urban,7123.0,2089.0,100.0
Lesotho,2004.0,Poverty,Nonpoor,4382.0,1007.0,65.66
Lesotho,2004.0,Poverty,Poor,36050.0,7767.0,11.76
Lesotho,2004.0,Subnat,Butha-Buthe,2597.0,529.0,19.52
Lesotho,2004.0,Subnat,Leribe,5542.0,1261.0,16.63
Lesotho,2004.0,Subnat,Berea,4513.0,963.0,8.2
Lesotho,2004.0,Subnat,Maseru,9817.0,2439.0,40.73
Lesotho,2004.0,Subnat,Mafeteng,4496.0,903.0,5.94
Lesotho,2004.0,Subnat,Mohale s Hoek,4047.0,838.0,12.19
Lesotho,2004.0,Subnat,Quthing,2751.0,544.0,7.87
Lesotho,2004.0,Subnat,Qasha s Nek,1600.0,302.0,7.8
Lesotho,2004.0,Subnat,Mokhotlong,2239.0,442.0,5.92
Lesotho,2004.0,Subnat,Thaba-Tseka,2887.0,568.0,3.16
Lesotho,2004.0,Wealth quartiles,Lowest 25%,10275.0,2198.0,0.66
Lesotho,2004.0,Wealth quartiles,Second 25%,10622.0,2198.0,4.11
Lesotho,2004.0,Wealth quartiles,Third 25%,10347.0,2195.0,16.04
Lesotho,2004.0,Wealth quartiles,Highest 25%,9245.0,2197.0,53.63
Lesotho,2010.0,National,Total,44547.0,9692.0,23.3
Lesotho,2010.0,Urb/rur,Rural,34169.0,6825.0,0.0
Lesotho,2010.0,Urb/rur,Urban,10378.0,2867.0,100.0
Lesotho,2010.0,Poverty,Nonpoor,8035.0,1765.0,62.39
Lesotho,2010.0,Poverty,Poor,36465.0,7919.0,14.71
Lesotho,2010.0,Subnat,Butha-Buthe,2392.0,500.0,17.47
Lesotho,2010.0,Subnat,Leribe,7325.0,1604.0,22.4
Lesotho,2010.0,Subnat,Berea,5821.0,1321.0,30.15
Lesotho,2010.0,Subnat,Maseru,10348.0,2453.0,42.14
Lesotho,2010.0,Subnat,Mafeteng,4228.0,929.0,15.28
Lesotho,2010.0,Subnat,Mohale s Hoek,4114.0,840.0,14.99
Lesotho,2010.0,Subnat,Quthing,2474.0,523.0,10.8
Lesotho,2010.0,Subnat,Qasha s Nek,1650.0,343.0,17.01
Lesotho,2010.0,Subnat,Mokhotlong,2387.0,482.0,10.17
Lesotho,2010.0,Subnat,Thaba-Tseka,3809.0,696.0,3.95
Lesotho,2010.0,Wealth quartiles,Lowest 25%,12258.0,2424.0,0.59
Lesotho,2010.0,Wealth quartiles,Second 25%,11726.0,2423.0,5.98
Lesotho,2010.0,Wealth quartiles,Third 25%,10887.0,2423.0,25.5
Lesotho,2010.0,Wealth quartiles,Highest 25%,9676.0,2423.0,70.56
Lesotho,2014.0,National,Total,39397.0,9402.0,26.13
Lesotho,2014.0,Urb/rur,Rural,29103.0,6382.0,0.0
Lesotho,2014.0,Urb/rur,Urban,10295.0,3020.0,100.0
Lesotho,2014.0,Poverty,Nonpoor,11344.0,2697.0,57.42
Lesotho,2014.0,Poverty,Poor,28053.0,6705.0,13.48
Lesotho,2014.0,Subnat,Butha-Buthe,2409.0,582.0,16.01
Lesotho,2014.0,Subnat,Leribe,6223.0,1471.0,24.57
Lesotho,2014.0,Subnat,Berea,4785.0,1163.0,28.1
Lesotho,2014.0,Subnat,Maseru,9032.0,2400.0,52.61
Lesotho,2014.0,Subnat,Mafeteng,3514.0,899.0,24.05
Lesotho,2014.0,Subnat,Mohale s Hoek,4108.0,888.0,13.31
Lesotho,2014.0,Subnat,Quthing,2457.0,494.0,10.2
Lesotho,2014.0,Subnat,Qasha s Nek,1338.0,330.0,19.5
Lesotho,2014.0,Subnat,Mokhotlong,2433.0,492.0,9.32
Lesotho,2014.0,Subnat,Thaba-Tseka,3099.0,684.0,4.97
Lesotho,2014.0,Wealth quartiles,Lowest 25%,10260.0,2351.0,0.51
Lesotho,2014.0,Wealth quartiles,Second 25%,10450.0,2351.0,7.6
Lesotho,2014.0,Wealth quartiles,Third 25%,9439.0,2351.0,34.15
Lesotho,2014.0,Wealth quartiles,Highest 25%,9248.0,2349.0,67.31
Lesotho,2018.0,National,Total,32966.0,8847.0,35.79
Lesotho,2018.0,Urb/rur,Rural,21168.0,5071.0,0.0
Lesotho,2018.0,Urb/rur,Urban,11798.0,3776.0,100.0
Lesotho,2018.0,Poverty,Nonpoor,11932.0,3367.0,65.64
Lesotho,2018.0,Poverty,Poor,21035.0,5480.0,18.86
Lesotho,2018.0,Subnat,Butha-Buthe,1920.0,473.0,26.51
Lesotho,2018.0,Subnat,Leribe,4940.0,1370.0,38.24
Lesotho,2018.0,Subnat,Berea,4258.0,1127.0,35.04
Lesotho,2018.0,Subnat,Maseru,9147.0,2767.0,57.12
Lesotho,2018.0,Subnat,Mafeteng,3241.0,869.0,25.25
Lesotho,2018.0,Subnat,Mohale s Hoek,2609.0,670.0,26.58
Lesotho,2018.0,Subnat,Quthing,1652.0,366.0,26.42
Lesotho,2018.0,Subnat,Qasha s Nek,1284.0,275.0,20.09
Lesotho,2018.0,Subnat,Mokhotlong,1721.0,419.0,13.87
Lesotho,2018.0,Subnat,Thaba-Tseka,2195.0,512.0,10.91
Lesotho,2018.0,Wealth quartiles,Lowest 25%,8870.0,2212.0,3.44
Lesotho,2018.0,Wealth quartiles,Second 25%,8785.0,2212.0,22.22
Lesotho,2018.0,Wealth quartiles,Third 25%,7774.0,2212.0,46.43
Lesotho,2018.0,Wealth quartiles,Highest 25%,7538.0,2211.0,78.69
Morocco,1992.0,National,Total,40059.0,6577.0,44.37
Morocco,1992.0,Urb/rur,Rural,22284.0,3384.0,0.0
Morocco,1992.0,Urb/rur,Urban,17775.0,3193.0,100.0
Morocco,1992.0,Poverty,Nonpoor,18725.0,3173.0,82.64
Morocco,1992.0,Poverty,Poor,21218.0,3387.0,10.59
Morocco,1992.0,Subnat,North west,8228.0,1376.0,51.45
Morocco,1992.0,Subnat,Centre north,5380.0,852.0,29.63
Morocco,1992.0,Subnat,Centre,11617.0,1859.0,56.88
Morocco,1992.0,Subnat,Eastern,2566.0,391.0,49.57
Morocco,1992.0,Subnat,Centre south,3216.0,553.0,51.15
Morocco,1992.0,Subnat,Tensift,4593.0,779.0,31.59
Morocco,1992.0,Subnat,South,4459.0,767.0,21.8
Morocco,1992.0,Wealth quartiles,Lowest 25%,9984.0,1644.0,1.11
Morocco,1992.0,Wealth quartiles,Second 25%,10846.0,1644.0,16.96
Morocco,1992.0,Wealth quartiles,Third 25%,9694.0,1657.0,69.36
Morocco,1992.0,Wealth quartiles,Highest 25%,9535.0,1632.0,95.45
Morocco,2003.0,National,Total,62815.0,11513.0,57.32
Morocco,2003.0,Urb/rur,Rural,26809.0,4368.0,0.0
Morocco,2003.0,Urb/rur,Urban,36006.0,7145.0,100.0
Morocco,2003.0,Poverty,Nonpoor,42084.0,7821.0,78.57
Morocco,2003.0,Poverty,Poor,20730.0,3692.0,14.18
Morocco,2003.0,Subnat,North west,13898.0,2553.0,64.18
Morocco,2003.0,Subnat,Centre north,7600.0,1300.0,49.87
Morocco,2003.0,Subnat,Centre,14351.0,2740.0,70.31
Morocco,2003.0,Subnat,Eastern,4211.0,774.0,61.41
Morocco,2003.0,Subnat,Centre south,4726.0,866.0,59.67
Morocco,2003.0,Subnat,Tensift,10452.0,1896.0,38.69
Morocco,2003.0,Subnat,South,7575.0,1383.0,49.56
Morocco,2003.0,Wealth quartiles,Lowest 25%,17309.0,2878.0,4.9
Morocco,2003.0,Wealth quartiles,Second 25%,15803.0,2879.0,43.5
Morocco,2003.0,Wealth quartiles,Third 25%,14932.0,2879.0,91.24
Morocco,2003.0,Wealth quartiles,Highest 25%,14771.0,2877.0,99.24
Morocco,2014.0,National,Total,2397.0,2397.0,57.85
Morocco,2014.0,Urb/rur,Rural,1010.0,1010.0,0.0
Morocco,2014.0,Urb/rur,Urban,1386.0,1386.0,100.0
Morocco,2014.0,Poverty,Nonpoor,2294.0,2294.0,58.7
Morocco,2014.0,Poverty,Poor,62.0,62.0,4.82
Morocco,2014.0,Subnat,North west,569.0,569.0,67.12
Morocco,2014.0,Subnat,Centre north,284.0,284.0,51.23
Morocco,2014.0,Subnat,Centre,463.0,463.0,71.79
Morocco,2014.0,Subnat,Eastern,198.0,198.0,50.18
Morocco,2014.0,Subnat,Centre south,208.0,208.0,49.62
Morocco,2014.0,Subnat,Tensift,233.0,233.0,43.6
Morocco,2014.0,Subnat,South,443.0,443.0,50.39
Morocco,2014.0,Wealth quartiles,Lowest 25%,549.0,549.0,27.14
Morocco,2014.0,Wealth quartiles,Second 25%,690.0,690.0,58.06
Morocco,2014.0,Wealth quartiles,Third 25%,609.0,609.0,66.23
Morocco,2014.0,Wealth quartiles,Highest 25%,509.0,509.0,78.04
Madagascar,1992.0,National,Total,31423.0,5920.0,15.94
Madagascar,1992.0,Urb/rur,Rural,26414.0,4955.0,0.0
Madagascar,1992.0,Urb/rur,Urban,5009.0,966.0,100.0
Madagascar,1992.0,Poverty,Nonpoor,1988.0,341.0,81.95
Madagascar,1992.0,Poverty,Poor,29435.0,5579.0,11.48
Madagascar,1992.0,Subnat, Antananarivo,9402.0,1747.0,24.01
Madagascar,1992.0,Subnat, Fianarantsoa,7125.0,1227.0,10.35
Madagascar,1992.0,Subnat, Toamasina,4303.0,828.0,12.44
Madagascar,1992.0,Subnat, Mahajanga,4104.0,828.0,7.86
Madagascar,1992.0,Subnat, Toliary,3861.0,768.0,11.57
Madagascar,1992.0,Subnat, Antsiranana,2628.0,522.0,27.01
Madagascar,1992.0,Wealth quartiles,Lowest 25%,8915.0,1804.0,1.61
Madagascar,1992.0,Wealth quartiles,Second 25%,6344.0,1195.0,5.82
Madagascar,1992.0,Wealth quartiles,Third 25%,7852.0,1434.0,8.4
Madagascar,1992.0,Wealth quartiles,Highest 25%,8311.0,1487.0,46.17
Madagascar,1997.0,National,Total,35060.0,7035.0,24.6
Madagascar,1997.0,Urb/rur,Rural,26435.0,5305.0,0.0
Madagascar,1997.0,Urb/rur,Urban,8625.0,1731.0,100.0
Madagascar,1997.0,Poverty,Nonpoor,1160.0,222.0,87.38
Madagascar,1997.0,Poverty,Poor,33864.0,6804.0,22.43
Madagascar,1997.0,Subnat, Antananarivo,10800.0,2139.0,31.79
Madagascar,1997.0,Subnat, Fianarantsoa,7311.0,1319.0,18.01
Madagascar,1997.0,Subnat, Toamasina,5063.0,1059.0,23.3
Madagascar,1997.0,Subnat, Mahajanga,4512.0,895.0,22.78
Madagascar,1997.0,Subnat, Toliary,4992.0,1061.0,23.8
Madagascar,1997.0,Subnat, Antsiranana,2383.0,563.0,20.13
Madagascar,1997.0,Wealth quartiles,Lowest 25%,9753.0,1751.0,10.84
Madagascar,1997.0,Wealth quartiles,Second 25%,8346.0,1766.0,9.87
Madagascar,1997.0,Wealth quartiles,Third 25%,8256.0,1761.0,14.22
Madagascar,1997.0,Wealth quartiles,Highest 25%,8705.0,1758.0,63.99
Madagascar,2004.0,National,Total,39552.0,8420.0,21.7
Madagascar,2004.0,Urb/rur,Rural,30971.0,6511.0,0.0
Madagascar,2004.0,Urb/rur,Urban,8581.0,1909.0,100.0
Madagascar,2004.0,Poverty,Nonpoor,2422.0,546.0,60.06
Madagascar,2004.0,Poverty,Poor,37092.0,7863.0,19.2
Madagascar,2004.0,Subnat, Antananarivo,11787.0,2624.0,27.4
Madagascar,2004.0,Subnat, Fianarantsoa,7832.0,1559.0,18.33
Madagascar,2004.0,Subnat, Toamasina,5916.0,1309.0,21.54
Madagascar,2004.0,Subnat, Mahajanga,5582.0,1166.0,17.78
Madagascar,2004.0,Subnat, Toliary,5374.0,1048.0,23.24
Madagascar,2004.0,Subnat, Antsiranana,3060.0,714.0,13.07
Madagascar,2004.0,Wealth quartiles,Lowest 25%,10171.0,1856.0,4.97
Madagascar,2004.0,Wealth quartiles,Second 25%,11190.0,2393.0,9.22
Madagascar,2004.0,Wealth quartiles,Third 25%,9290.0,2075.0,19.35
Madagascar,2004.0,Wealth quartiles,Highest 25%,8901.0,2096.0,58.94
Madagascar,2009.0,National,Total,85192.0,17857.0,14.18
Madagascar,2009.0,Urb/rur,Rural,73109.0,15130.0,0.0
Madagascar,2009.0,Urb/rur,Urban,12083.0,2727.0,100.0
Madagascar,2009.0,Poverty,Nonpoor,6164.0,1281.0,64.77
Madagascar,2009.0,Poverty,Poor,79003.0,16572.0,10.23
Madagascar,2009.0,Subnat,Analamanga,12723.0,2846.0,33.01
Madagascar,2009.0,Subnat,Vakinankaratra,7799.0,1561.0,11.52
Madagascar,2009.0,Subnat,Itasy,3696.0,726.0,4.55
Madagascar,2009.0,Subnat,Bongolava,2337.0,465.0,6.95
Madagascar,2009.0,Subnat,Haute Matsiatra,4607.0,834.0,17.81
Madagascar,2009.0,Subnat,Anamoroni Mania,3202.0,617.0,5.49
Madagascar,2009.0,Subnat,Vatovavy Fitovinany,4426.0,845.0,4.44
Madagascar,2009.0,Subnat,Ihorombe,1574.0,331.0,8.73
Madagascar,2009.0,Subnat,Atsimo Atsinanana,2932.0,501.0,7.5
Madagascar,2009.0,Subnat,Atsinanana,4641.0,1013.0,27.4
Madagascar,2009.0,Subnat,Analanjirofo,4828.0,1121.0,6.89
Madagascar,2009.0,Subnat,Alaotra Mangoro,4652.0,990.0,8.72
Madagascar,2009.0,Subnat,Boeny,2930.0,617.0,22.13
Madagascar,2009.0,Subnat,Sofia,4873.0,998.0,6.23
Madagascar,2009.0,Subnat,Betsiboka,1201.0,240.0,4.19
Madagascar,2009.0,Subnat,Melaky,912.0,191.0,5.17
Madagascar,2009.0,Subnat,Atsimo Andrefana,4750.0,1023.0,10.46
Madagascar,2009.0,Subnat,Androy,2509.0,492.0,0.0
Madagascar,2009.0,Subnat,Anosy,2604.0,519.0,8.29
Madagascar,2009.0,Subnat,Menabe,2116.0,459.0,10.32
Madagascar,2009.0,Subnat,Diana,2037.0,531.0,32.05
Madagascar,2009.0,Subnat,Sava,3843.0,936.0,11.98
Madagascar,2009.0,Subnat, Antananarivo,26556.0,5599.0,20.45
Madagascar,2009.0,Subnat, Fianarantsoa,16741.0,3128.0,9.26
Madagascar,2009.0,Subnat, Toamasina,14120.0,3125.0,14.23
Madagascar,2009.0,Subnat, Mahajanga,9916.0,2045.0,10.58
Madagascar,2009.0,Subnat, Toliary,11979.0,2493.0,7.77
Madagascar,2009.0,Subnat, Antsiranana,5881.0,1467.0,18.93
Madagascar,2009.0,Wealth quartiles,Lowest 25%,22768.0,4464.0,0.9
Madagascar,2009.0,Wealth quartiles,Second 25%,20880.0,4465.0,1.95
Madagascar,2009.0,Wealth quartiles,Third 25%,21418.0,4464.0,7.02
Madagascar,2009.0,Wealth quartiles,Highest 25%,20126.0,4464.0,49.52
Madagascar,2018.0,National,Total,80370.0,17870.0,23.13
Madagascar,2018.0,Urb/rur,Rural,61779.0,13402.0,0.0
Madagascar,2018.0,Urb/rur,Urban,18591.0,4468.0,100.0
Madagascar,2018.0,Poverty,Nonpoor,10618.0,2395.0,62.83
Madagascar,2018.0,Poverty,Poor,69752.0,15475.0,17.09
Madagascar,2018.0,Subnat,Analamanga,11064.0,2701.0,35.99
Madagascar,2018.0,Subnat,Vakinankaratra,6619.0,1444.0,24.72
Madagascar,2018.0,Subnat,Itasy,2827.0,631.0,17.18
Madagascar,2018.0,Subnat,Bongolava,2267.0,460.0,9.16
Madagascar,2018.0,Subnat,Haute Matsiatra,4351.0,847.0,25.13
Madagascar,2018.0,Subnat,Anamoroni Mania,2654.0,541.0,13.82
Madagascar,2018.0,Subnat,Vatovavy Fitovinany,4454.0,911.0,14.59
Madagascar,2018.0,Subnat,Ihorombe,1137.0,244.0,22.16
Madagascar,2018.0,Subnat,Atsimo Atsinanana,3511.0,598.0,12.09
Madagascar,2018.0,Subnat,Atsinanana,4585.0,1126.0,36.62
Madagascar,2018.0,Subnat,Analanjirofo,3197.0,832.0,22.0
Madagascar,2018.0,Subnat,Alaotra Mangoro,3959.0,890.0,15.46
Madagascar,2018.0,Subnat,Boeny,2483.0,585.0,38.6
Madagascar,2018.0,Subnat,Sofia,4638.0,1073.0,13.44
Madagascar,2018.0,Subnat,Betsiboka,1236.0,252.0,15.56
Madagascar,2018.0,Subnat,Melaky,889.0,187.0,23.52
Madagascar,2018.0,Subnat,Atsimo Andrefana,6099.0,1277.0,14.62
Madagascar,2018.0,Subnat,Androy,3470.0,626.0,19.13
Madagascar,2018.0,Subnat,Anosy,2624.0,554.0,23.56
Madagascar,2018.0,Subnat,Menabe,2752.0,576.0,18.16
Madagascar,2018.0,Subnat,Diana,2885.0,771.0,46.07
Madagascar,2018.0,Subnat,Sava,2668.0,742.0,19.24
Madagascar,2018.0,Subnat, Antananarivo,22776.0,5236.0,27.71
Madagascar,2018.0,Subnat, Fianarantsoa,16107.0,3140.0,17.3
Madagascar,2018.0,Subnat, Toamasina,11742.0,2849.0,25.51
Madagascar,2018.0,Subnat, Mahajanga,9247.0,2098.0,21.45
Madagascar,2018.0,Subnat, Toliary,14946.0,3034.0,17.89
Madagascar,2018.0,Subnat, Antsiranana,5553.0,1513.0,33.17
Madagascar,2018.0,Wealth quartiles,Lowest 25%,21653.0,4468.0,10.42
Madagascar,2018.0,Wealth quartiles,Second 25%,20915.0,4468.0,7.49
Madagascar,2018.0,Wealth quartiles,Third 25%,19517.0,4467.0,16.44
Madagascar,2018.0,Wealth quartiles,Highest 25%,18285.0,4468.0,63.23
Mali,1995.0,National,Total,50159.0,8822.0,29.14
Mali,1995.0,Urb/rur,Rural,35541.0,6394.0,0.0
Mali,1995.0,Urb/rur,Urban,14619.0,2428.0,100.0
Mali,1995.0,Poverty,Nonpoor,3200.0,377.0,96.79
Mali,1995.0,Poverty,Poor,46704.0,8397.0,24.46
Mali,1995.0,Subnat,Kayes,8056.0,1197.0,18.35
Mali,1995.0,Subnat,Koulikoro,8479.0,1399.0,15.29
Mali,1995.0,Subnat,Sikasso,9512.0,1573.0,18.33
Mali,1995.0,Subnat,Segou,9087.0,1724.0,20.03
Mali,1995.0,Subnat,Mopti,8211.0,1817.0,17.86
Mali,1995.0,Subnat,Tombouctou,299.0,55.0,100.0
Mali,1995.0,Subnat,Gao and Kidal,532.0,87.0,100.0
